slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label,lat_grid,lon_grid,historical_landslide_density,elevation_m,slope_deg,aspect_deg,rain_30min,rain_3h,rain_24h,rain_24h_mm,rain_72h_mm,rain_7d,rain_7d_mm,satellite_change_proxy,rainfall_1d,rainfall_available,year,month,day_of_year,monsoon_season
MIZ/AZL/2024/723,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/723),,24.33300556,93.65357222,Debris,Slide,28 September 2024,2024-09-28,1,1,24.3,93.6,22.5,1156.0,1.57,280.4,0.0,0.0,1.1,1.1,16.3,41.9,41.9,0.45,1.1,1,2024,9,272,1
MIZ/AZL/2024/724,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/724),,24.3309,93.66054444,Debris,Slide,13 August 2024,2024-08-13,1,1,24.3,93.6,22.5,1047.0,8.68,346.3,0.0,0.1,2.7,2.7,18.3,64.1,64.1,0.45,2.7,1,2024,8,226,1
MIZ/AZL/2024/725,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/725),,24.32773611,93.57937222,Rock,Slide,2 July 2024,2024-07-02,1,1,24.3,93.5,11.67,805.0,15.4,94.1,0.2,0.8,24.4,24.4,98.7,152.2,152.2,0.45,24.4,1,2024,7,184,1
MIZ/AZL/2024/726,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/726),,24.39255556,93.65468611,Debris,Slide,13 August 2024,2024-08-13,1,1,24.3,93.6,22.5,1582.0,36.39,343.7,0.0,0.1,2.7,2.7,18.3,64.1,64.1,0.45,2.7,1,2024,8,226,1
MIZ/AZL/2024/728,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/728),,24.49112222,93.62215556,Earth/Soil,Slide,13 August 2024,2024-08-13,1,1,24.4,93.6,1.67,1257.0,22.09,65.5,0.0,1.4,3.3,3.3,32.0,70.7,70.7,0.45,3.3,1,2024,8,226,1
MIZ/AZL/2024/730,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/730),,24.48458889,93.58781944,Debris,Slide,13 August 2024,2024-08-13,1,1,24.4,93.5,3.33,804.0,13.75,193.8,0.1,2.2,6.0,6.0,39.8,95.9,95.9,0.45,6.0,1,2024,8,226,1
MIZ/AZL/2024/731,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/731),,24.492825,93.58643611,Earth/Soil,Slide,28 September 2024,2024-09-28,1,1,24.4,93.5,3.33,627.0,8.82,16.9,0.0,0.0,5.2,5.2,31.2,66.5,66.5,0.45,5.2,1,2024,9,272,1
MIZ/AZL/2024/732,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/732),,24.51785556,93.55086944,Debris,Slide,13 August 2024,2024-08-13,1,1,24.5,93.5,2.5,1027.0,8.38,42.3,0.1,2.2,6.0,6.0,39.8,95.9,95.9,0.45,6.0,1,2024,8,226,1
MIZ/AZL/2024/734,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/734),,24.52308611,93.57206944,Debris,Slide,28 September 2024,2024-09-28,1,1,24.5,93.5,2.5,756.0,10.03,202.5,0.0,0.0,5.2,5.2,31.2,66.5,66.5,0.45,5.2,1,2024,9,272,1
MIZ/AZL/2024/735,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/735),,24.48338333,93.58848056,Debris,Complex,28 September 2024,2024-09-28,1,1,24.4,93.5,3.33,832.0,19.32,188.9,0.0,0.0,5.2,5.2,31.2,66.5,66.5,0.45,5.2,1,2024,9,272,1
MIZ/KOL/2024/736,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/736),,24.450125,93.35963889,Earth/Soil,Slide,8 August 2024,2024-08-08,1,1,24.4,93.3,1.67,302.0,23.69,212.3,0.0,0.5,19.5,19.5,46.1,153.8,153.8,0.45,19.5,1,2024,8,221,1
MIZ/KOL/2024/737,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/737),,24.48857222,93.36792222,Debris,Slide,28 September 2024,2024-09-28,1,1,24.4,93.3,1.67,257.0,16.78,296.3,0.0,0.0,6.3,6.3,28.4,76.7,76.7,0.45,6.3,1,2024,9,272,1
MIZ/KOL/2024/738,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/738),,24.54263333,93.39741944,Debris,Slide,18 August 2024,2024-08-18,1,1,24.5,93.3,3.33,559.0,38.26,172.8,0.7,3.1,21.2,21.2,56.3,123.1,123.1,0.45,21.2,1,2024,8,231,1
MIZ/KOL/2024/739,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/739),,24.60002222,93.37166389,Earth/Soil,Slide,21 October 2024,2024-10-21,1,1,24.6,93.3,5.0,890.0,23.85,36.2,0.0,0.0,0.0,0.0,11.5,14.0,14.0,0.45,0.0,1,2024,10,295,0
MIZ/KOL/2024/740,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/740),,24.60067222,93.37223056,Earth/Soil,Slide,21 October 2024,2024-10-21,1,1,24.6,93.3,5.0,869.0,15.59,40.2,0.0,0.0,0.0,0.0,11.5,14.0,14.0,0.45,0.0,1,2024,10,295,0
MIZ/KOL/2024/741,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/741),,24.60372222,93.37223056,Debris,Slide,2 July 2024,2024-07-02,1,1,24.6,93.3,5.0,806.0,18.04,338.1,0.35,2.4,30.0,30.0,124.6,213.3,213.3,0.45,30.0,1,2024,7,184,1
MIZ/KOL/2024/742,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/742),,24.66895556,93.33700556,Debris,Slide,2 July 2024,2024-07-02,1,1,24.6,93.3,5.0,836.0,25.66,122.4,0.55,3.4,30.5,30.5,143.0,223.7,223.7,0.45,30.5,1,2024,7,184,1
MIZ/KOL/2024/744,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/744),,24.76606111,93.30076667,Earth/Soil,Slide,13 August 2024,2024-08-13,1,1,24.7,93.3,8.33,462.0,19.82,88.4,0.05,0.6,16.0,16.0,29.3,96.6,96.6,0.45,16.0,1,2024,8,226,1
MIZ/KOL/2024/745,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/745),,24.73838889,93.30909722,Debris,Slide,18 August 2024,2024-08-18,1,1,24.7,93.3,8.33,275.0,27.91,123.5,0.7,3.7,25.2,25.2,70.2,145.6,145.6,0.45,25.2,1,2024,8,231,1
MIZ/KOL/2024/746,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/746),,24.72074444,93.30899167,Debris,Slide,2 July 2024,2024-07-02,1,1,24.7,93.3,8.33,390.0,15.15,63.9,0.45,4.1,37.3,37.3,140.8,261.3,261.3,0.45,37.3,1,2024,7,184,1
MIZ/KOL/2024/747,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/747),,24.716225,93.32551389,Debris,Slide,18 August 2024,2024-08-18,1,1,24.7,93.3,8.33,103.0,17.41,45.9,0.7,3.7,25.2,25.2,70.2,145.6,145.6,0.45,25.2,1,2024,8,231,1
MIZ/KOL/2024/748,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/748),,24.70553333,93.33064167,Debris,Slide,28 September 2024,2024-09-28,1,1,24.7,93.3,8.33,377.0,11.46,271.4,0.05,0.1,4.4,4.4,22.7,63.0,63.0,0.45,4.4,1,2024,9,272,1
MIZ/KOL/2024/749,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/749),,24.60719444,93.46784722,Earth/Soil,Slide,19 August 2024,2024-08-19,1,1,24.6,93.4,1.67,1115.0,18.38,329.9,0.3,2.7,30.4,30.4,80.8,119.5,119.5,0.45,30.4,1,2024,8,232,1
MIZ/KOL/2024/750,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/750),,24.60853333,93.41668333,Debris,Slide,18 August 2024,2024-08-18,1,1,24.6,93.4,1.67,925.0,49.66,198.0,0.85,5.6,32.0,32.0,65.5,116.2,116.2,0.45,32.0,1,2024,8,231,1
MIZ/AZL/2024/752,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/752),,23.09758333,93.21623333,Debris,Slide,2 July 2024,2024-07-02,1,1,23.0,93.2,8.33,921.0,28.19,70.2,0.05,0.2,25.7,25.7,83.7,160.8,160.8,0.45,25.7,1,2024,7,184,1
MIZ/AZL/2024/753,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/753),,23.10851389,93.20975,Debris,Slide,28 June 2024,2024-06-28,1,1,23.1,93.2,21.67,1119.0,15.09,323.0,0.0,0.0,7.8,7.8,62.2,110.8,110.8,0.45,7.8,1,2024,6,180,1
MIZ/AZL/2024/754,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/754),,23.10172778,93.20231944,Debris,Complex,28 May 2024,2024-05-28,1,1,23.1,93.2,21.67,1208.0,21.15,66.9,0.1,0.3,46.5,46.5,61.1,91.0,91.0,0.45,46.5,1,2024,5,149,0
MIZ/AZL/2024/755,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/755),,23.101925,93.20426111,Debris,Slide,2 July 2024,2024-07-02,1,1,23.1,93.2,21.67,1143.0,27.72,31.0,0.05,0.2,25.7,25.7,83.7,160.8,160.8,0.45,25.7,1,2024,7,184,1
MIZ/AZL/2024/756,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/756),,23.10184722,93.20138889,Debris,Slide,28 September 2024,2024-09-28,1,1,23.1,93.2,21.67,1225.0,13.19,39.4,0.0,0.0,11.7,11.7,35.4,62.3,62.3,0.45,11.7,1,2024,9,272,1
MIZ/AZL/2024/759,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/759),,23.09759444,93.21089444,Debris,Slide,2 July 2024,2024-07-02,1,1,23.0,93.2,8.33,970.0,32.93,71.0,0.05,0.2,25.7,25.7,83.7,160.8,160.8,0.45,25.7,1,2024,7,184,1
MIZ/AZL/2024/760,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/760),,23.09561111,93.20786389,Debris,Slide,28 May 2024,2024-05-28,1,1,23.0,93.2,8.33,987.0,18.69,291.2,0.1,0.3,46.5,46.5,61.1,91.0,91.0,0.45,46.5,1,2024,5,149,0
MIZ/AZL/2024/762,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/762),,23.10100556,93.19393611,Debris,Slide,2 July 2024,2024-07-02,1,1,23.1,93.1,10.0,1025.0,21.4,170.7,0.05,0.2,25.7,25.7,83.7,160.8,160.8,0.45,25.7,1,2024,7,184,1
MIZ/AZL/2024/763,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/763),,23.10074722,93.18785278,Debris,Complex,2 July 2024,2024-07-02,1,1,23.1,93.1,10.0,959.0,29.71,225.3,0.05,0.2,25.7,25.7,83.7,160.8,160.8,0.45,25.7,1,2024,7,184,1
MIZ/AZL/2024/764,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/764),,23.09954722,93.18600278,Debris,Complex,2 July 2024,2024-07-02,1,1,23.0,93.1,3.33,896.0,9.44,222.6,0.05,0.2,25.7,25.7,83.7,160.8,160.8,0.45,25.7,1,2024,7,184,1
MIZ/AZL/2024/767,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/767),,23.0983,93.17597222,Debris,Slide,2 July 2024,2024-07-02,1,1,23.0,93.1,3.33,984.0,15.44,114.1,0.05,0.2,25.7,25.7,83.7,160.8,160.8,0.45,25.7,1,2024,7,184,1
MIZ/AZL/2024/768,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/768),,23.110975,93.21260278,Debris,Slide,28 May 2024,2024-05-28,1,1,23.1,93.2,21.67,993.0,18.55,308.9,0.1,0.3,46.5,46.5,61.1,91.0,91.0,0.45,46.5,1,2024,5,149,0
MIZ/AZL/2024/769,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/769),,23.25986389,93.16155278,Debris,Slide,28 October 2024,2024-10-28,1,1,23.2,93.1,11.67,1220.0,31.38,293.7,0.0,0.0,0.0,0.0,0.0,16.2,16.2,0.45,0.0,1,2024,10,302,0
MIZ/AZL/2024/770,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/770),,23.25828611,93.15288333,Debris,Slide,28 November 2024,2024-11-28,1,1,23.2,93.1,11.67,1197.0,20.71,227.6,0.0,0.0,1.8,1.8,1.8,15.8,15.8,0.45,1.8,1,2024,11,333,0
MIZ/AZL/2024/771,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/771),,23.26126111,93.15070556,Debris,Slide,28 November 2024,2024-11-28,1,1,23.2,93.1,11.67,1068.0,21.45,193.3,0.0,0.0,1.8,1.8,1.8,15.8,15.8,0.45,1.8,1,2024,11,333,0
MIZ/AZL/2024/772,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/772),,23.25951944,93.15917222,Debris,Complex,28 September 2024,2024-09-28,1,1,23.2,93.1,11.67,1236.0,16.8,321.2,0.0,0.0,3.0,3.0,20.6,66.4,66.4,0.45,3.0,1,2024,9,272,1
MIZ/AZL/2024/773,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/773),,23.27598056,93.14351667,Debris,Slide,2 July 2024,2024-07-02,1,1,23.2,93.1,11.67,659.0,10.83,358.7,0.0,0.1,24.9,24.9,71.5,128.3,128.3,0.45,24.9,1,2024,7,184,1
MIZ/AZL/2024/774,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/774),,23.27663889,93.14375,Rock,Slide,2 July 2024,2024-07-02,1,1,23.2,93.1,11.67,659.0,10.85,4.0,0.0,0.1,24.9,24.9,71.5,128.3,128.3,0.45,24.9,1,2024,7,184,1
MIZ/AZL/2024/775,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/775),,23.281075,93.144075,Debris,Slide,2 July 2024,2024-07-02,1,1,23.2,93.1,11.67,694.0,27.27,334.6,0.0,0.1,24.9,24.9,71.5,128.3,128.3,0.45,24.9,1,2024,7,184,1
MIZ/AZL/2024/776,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/776),,23.32829167,93.12184167,Debris,Slide,28 September 2024,2024-09-28,1,1,23.3,93.1,10.0,867.0,17.09,104.8,0.0,0.0,1.8,1.8,16.4,52.2,52.2,0.45,1.8,1,2024,9,272,1
MIZ/AZL/2024/777,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/777),,23.33529167,93.11214167,Debris,Slide,2 July 2024,2024-07-02,1,1,23.3,93.1,10.0,1145.0,21.16,126.6,0.0,0.1,24.9,24.9,71.5,128.3,128.3,0.45,24.9,1,2024,7,184,1
MIZ/KOL/2024/778,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/778),,23.41421944,93.10569167,Debris,Slide,13 August 2024,2024-08-13,1,1,23.4,93.1,10.0,964.0,33.15,270.0,0.0,0.3,12.3,12.3,18.3,53.8,53.8,0.45,12.3,1,2024,8,226,1
MIZ/KOL/2024/780,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/780),,23.50882222,93.09170278,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1,23.5,93.0,9.17,686.0,17.62,188.2,0.05,0.9,30.1,30.1,87.5,142.9,142.9,0.45,30.1,1,2024,7,184,1
MIZ/KOL/2024/781,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/781),,23.54130278,93.10256944,Earth/Soil,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,641.0,11.89,35.3,0.0,0.0,1.9,1.9,24.0,57.2,57.2,0.45,1.9,1,2024,9,256,1
MIZ/KOL/2024/782,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/782),,23.54600556,93.09247222,Earth/Soil,Slide,12 September 2024,2024-09-12,1,1,23.5,93.0,9.17,816.0,23.42,356.4,0.0,0.0,3.8,3.8,35.4,71.9,71.9,0.45,3.8,1,2024,9,256,1
MIZ/KOL/2024/783,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/783),,23.54286944,93.08539722,Earth/Soil,Slide,12 September 2024,2024-09-12,1,1,23.5,93.0,9.17,918.0,23.68,322.7,0.0,0.0,3.8,3.8,35.4,71.9,71.9,0.45,3.8,1,2024,9,256,1
MIZ/KOL/2024/784,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/784),,23.56332778,93.10553333,Earth/Soil,Slide,22 October 2024,2024-10-22,1,1,23.5,93.1,25.0,681.0,23.36,211.4,0.0,0.0,2.4,2.4,3.1,10.4,10.4,0.45,2.4,1,2024,10,296,0
MIZ/KOL/2024/785,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/785),,23.56785,93.10472222,Debris,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,670.0,14.82,117.7,0.05,0.1,0.7,0.7,22.7,50.7,50.7,0.45,0.7,1,2024,9,256,1
MIZ/KOL/2024/786,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/786),,23.56413333,93.11378889,Earth/Soil,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,730.0,12.96,266.3,0.05,0.1,0.7,0.7,22.7,50.7,50.7,0.45,0.7,1,2024,9,256,1
MIZ/KOL/2024/787,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/787),,23.56233889,93.11890833,Debris,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,776.0,20.83,194.4,0.05,0.1,0.7,0.7,22.7,50.7,50.7,0.45,0.7,1,2024,9,256,1
MIZ/KOL/2024/789,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/789),,23.56238611,93.12376667,Earth/Soil,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,737.0,20.54,166.1,0.05,0.1,0.7,0.7,22.7,50.7,50.7,0.45,0.7,1,2024,9,256,1
MIZ/KOL/2024/790,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/790),,23.56404167,93.10752222,Earth/Soil,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,754.0,12.43,212.1,0.05,0.1,0.7,0.7,22.7,50.7,50.7,0.45,0.7,1,2024,9,256,1
MIZ/KOL/2024/791,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/791),,23.56145278,93.10908889,Debris,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,707.0,14.6,180.0,0.05,0.1,0.7,0.7,22.7,50.7,50.7,0.45,0.7,1,2024,9,256,1
MIZ/KOL/2024/792,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/792),,23.55881111,93.10900556,Earth/Soil,Slide,12 September 2024,2024-09-12,1,1,23.5,93.1,25.0,753.0,6.85,160.3,0.05,0.1,0.7,0.7,22.7,50.7,50.7,0.45,0.7,1,2024,9,256,1
MIZ/KOL/2024/794,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/794),,23.5356,93.10656944,Debris,Slide,13 September 2024,2024-09-13,1,1,23.5,93.1,25.0,670.0,21.78,255.8,0.0,0.0,1.9,1.9,8.5,49.7,49.7,0.45,1.9,1,2024,9,257,1
MIZ/AZL/2024/795,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/795),,23.34297778,93.057775,Debris,Slide,13 September 2024,2024-09-13,1,1,23.3,93.0,15.0,851.0,15.9,242.3,1.0,2.0,11.6,11.6,36.2,70.6,70.6,0.45,11.6,1,2024,9,257,1
MIZ/AZL/2024/796,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/796),,23.35406111,93.04156111,Debris,Slide,28 September 2024,2024-09-28,1,1,23.3,93.0,15.0,520.0,2.71,121.2,0.0,0.0,0.9,0.9,21.2,68.0,68.0,0.45,0.9,1,2024,9,272,1
MIZ/AZL/2024/797,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/797),,23.35958611,93.04477222,Debris,Slide,28 September 2024,2024-09-28,1,1,23.3,93.0,15.0,564.0,20.67,215.0,0.0,0.0,0.9,0.9,21.2,68.0,68.0,0.45,0.9,1,2024,9,272,1
MIZ/KOL/2024/798,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/798),,23.36556111,93.05125278,Rock,Fall,9 July 2024,2024-07-09,1,1,23.3,93.0,15.0,675.0,17.42,221.3,0.0,0.1,4.7,4.7,20.0,100.3,100.3,0.45,4.7,1,2024,7,191,1
MIZ/KOL/2024/799,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/799),,23.36966389,93.04609444,Debris,Slide,9 July 2024,2024-07-09,1,1,23.3,93.0,15.0,596.0,33.41,19.1,0.0,0.1,4.7,4.7,20.0,100.3,100.3,0.45,4.7,1,2024,7,191,1
MIZ/KOL/2024/801,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/801),,23.03821667,93.12529444,Rock,Slide,17 September 2024,2024-09-17,1,1,23.0,93.1,3.33,441.0,29.3,9.7,0.0,0.0,8.2,8.2,17.4,110.8,110.8,0.45,8.2,1,2024,9,261,1
MIZ/KOL/2024/802,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/802),,23.54294167,93.23821667,Debris,Slide,24 September 2024,2024-09-24,1,1,23.5,93.2,5.83,1507.0,30.5,196.4,0.15,0.3,17.7,17.7,17.8,33.3,33.3,0.45,17.7,1,2024,9,268,1
MIZ/KOL/2024/804,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/804),,24.55205833,93.25569167,Rock,Fall,9 July 2024,2024-07-09,1,1,24.5,93.2,5.0,242.0,13.12,34.1,0.05,0.9,24.1,24.1,59.0,132.2,132.2,0.45,24.1,1,2024,7,191,1
MIZ/KOL/2024/809,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/809),,24.599425,93.30004722,Debris,Slide,24 August 2024,2024-08-24,1,1,24.5,93.3,3.33,548.0,20.57,108.5,0.05,0.1,26.2,26.2,108.5,268.8,268.8,0.45,26.2,1,2024,8,237,1
MIZ/KOL/2024/810,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/810),,24.60921944,93.30050278,Debris,Slide,24 September 2024,2024-09-24,1,1,24.6,93.3,5.0,733.0,31.16,1.3,0.0,0.0,2.8,2.8,3.5,11.4,11.4,0.45,2.8,1,2024,9,268,1
MIZ/KOL/2024/812,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/812),,24.64528611,93.28593611,Debris,Slide,24 September 2024,2024-09-24,1,1,24.6,93.2,4.17,526.0,22.09,272.8,0.0,0.0,1.7,1.7,2.0,5.3,5.3,0.45,1.7,1,2024,9,268,1
MIZ/KOL/2024/813,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/813),,24.02205833,93.29369167,Debris,Slide,24 September 2024,2024-09-24,1,1,24.0,93.2,10.0,1138.0,36.1,241.3,0.0,0.0,11.9,11.9,12.6,25.4,25.4,0.45,11.9,1,2024,9,268,1
MIZ/KOL/2024/814,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/814),,23.01689167,93.283175,Debris,Slide,24 September 2024,2024-09-24,1,1,23.0,93.2,8.33,847.0,29.06,185.6,0.0,2.0,17.1,17.1,17.2,24.7,24.7,0.45,17.1,1,2024,9,268,1
MIZ/KOL/2024/815,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/815),,24.02782222,93.28944444,Debris,Slide,2 July 2024,2024-07-02,1,1,24.0,93.2,10.0,778.0,25.2,279.7,0.3,2.3,36.0,36.0,93.2,163.2,163.2,0.45,36.0,1,2024,7,184,1
MIZ/KOL/2024/816,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/816),,24.04014167,93.2915,Debris,Slide,2 July 2024,2024-07-02,1,1,24.0,93.2,10.0,661.0,30.16,157.7,0.6,2.7,32.1,32.1,102.0,158.3,158.3,0.45,32.1,1,2024,7,184,1
MIZ/KOL/2024/817,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/817),,24.03980278,93.29373889,Debris,Slide,2 July 2024,2024-07-02,1,1,24.0,93.2,10.0,741.0,20.13,162.8,0.6,2.7,32.1,32.1,102.0,158.3,158.3,0.45,32.1,1,2024,7,184,1
MIZ/KOL/2024/818,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/818),,24.05823611,93.28901944,Debris,Slide,2 July 2024,2024-07-02,1,1,24.0,93.2,10.0,546.0,29.87,175.1,0.6,2.7,32.1,32.1,102.0,158.3,158.3,0.45,32.1,1,2024,7,184,1
MIZ/KOL/2024/819,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/819),,24.09210556,93.29866667,Rock,Slide,24 September 2024,2024-09-24,1,1,24.0,93.2,10.0,909.0,18.7,161.4,0.0,0.0,17.3,17.3,19.1,24.2,24.2,0.45,17.3,1,2024,9,268,1
MIZ/KOL/2024/820,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/820),,24.12428889,93.318525,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1,24.1,93.3,9.17,584.0,7.86,15.1,0.6,2.4,35.3,35.3,110.9,184.1,184.1,0.45,35.3,1,2024,7,184,1
MIZ/KOL/2024/825,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/825),,24.297775,93.34159722,Debris,Slide,24 September 2024,2024-09-24,1,1,24.2,93.3,4.17,507.0,29.66,200.4,0.05,0.3,24.0,24.0,24.0,25.7,25.7,0.45,24.0,1,2024,9,268,1
MIZ/KOL/2024/827,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/827),,24.35137778,93.34095556,Debris,Slide,24 September 2024,2024-09-24,1,1,24.3,93.3,5.83,323.0,21.63,150.8,1.65,5.7,22.6,22.6,22.7,25.5,25.5,0.45,22.6,1,2024,9,268,1
MIZ/KOL/2024/830,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/830),,23.631219,93.118033,Debris,Slide,15 August 2024,2024-08-15,1,1,23.6,93.1,8.33,681.0,7.47,68.0,1.0,2.3,21.4,21.4,52.6,88.8,88.8,0.45,21.4,1,2024,8,228,1
MIZ/KOL/2024/834,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/834),,23.62418333,93.14208611,Debris,Slide,15 August 2024,2024-08-15,1,1,23.6,93.1,8.33,1371.0,16.84,135.6,1.0,2.3,21.4,21.4,52.6,88.8,88.8,0.45,21.4,1,2024,8,228,1
MIZ/KOL/2024/836,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/836),,23.56672222,93.13764444,Debris,Slide,9 July 2024,2024-07-09,1,1,23.5,93.1,25.0,1109.0,26.51,200.6,0.1,0.3,12.8,12.8,30.4,103.4,103.4,0.45,12.8,1,2024,7,191,1
MIZ/KOL/2024/837,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/837),,24.04014167,93.2915,Debris,Slide,2 July 2024,2024-07-02,1,1,24.0,93.2,10.0,661.0,30.16,157.7,0.6,2.7,32.1,32.1,102.0,158.3,158.3,0.45,32.1,1,2024,7,184,1
